date,quantity
2015-06-24 05:05:00+00:00,0.0
2015-06-24 05:15:00+00:00,0.0
2015-06-24 05:24:00+00:00,0.0
2015-06-24 05:34:00+00:00,0.0
2015-06-24 05:45:00+00:00,0.0
2015-06-24 05:54:00+00:00,0.0
2015-06-24 06:05:00+00:00,0.0
2015-06-24 06:14:00+00:00,0.0
2015-06-24 06:24:00+00:00,0.0
2015-06-24 06:35:00+00:00,0.0
2015-06-24 06:45:00+00:00,0.0
2015-06-24 06:54:00+00:00,0.0
2015-06-24 07:04:00+00:00,0.0
2015-06-24 07:14:00+00:00,0.0
2015-06-24 07:24:00+00:00,0.0
2015-06-24 07:35:00+00:00,0.0
2015-06-24 07:44:00+00:00,0.0
2015-06-24 07:54:00+00:00,0.0
2015-06-24 08:04:00+00:00,0.0
2015-06-24 08:14:00+00:00,0.0
2015-06-24 08:24:00+00:00,0.0
2015-06-24 08:34:00+00:00,0.0
2015-06-24 08:44:00+00:00,0.0
2015-06-24 08:55:00+00:00,0.0
2015-06-24 09:04:00+00:00,0.0
2015-06-24 09:14:00+00:00,0.0
2015-06-24 09:25:00+00:00,0.0
2015-06-24 09:35:00+00:00,0.0
2015-06-24 09:44:00+00:00,0.0
2015-06-24 09:54:00+00:00,0.0
2015-06-24 10:05:00+00:00,0.0
2015-06-24 10:14:00+00:00,0.0
2015-06-24 10:24:00+00:00,0.0
2015-06-24 10:35:00+00:00,0.0
2015-06-24 10:45:00+00:00,0.0
2015-06-24 10:54:00+00:00,0.0
2015-06-24 11:05:00+00:00,0.0
2015-06-24 11:14:00+00:00,0.0
2015-06-24 11:25:00+00:00,0.0
2015-06-24 11:35:00+00:00,0.0
2015-06-24 11:45:00+00:00,0.0
2015-06-24 11:55:00+00:00,0.0
2015-06-24 12:05:00+00:00,0.0
2015-06-24 12:14:00+00:00,0.0
2015-06-24 12:24:00+00:00,0.0
2015-06-24 12:34:00+00:00,0.0
2015-06-24 12:44:00+00:00,0.0
2015-06-24 12:55:00+00:00,0.0
2015-06-24 13:05:00+00:00,0.0
2015-06-24 13:15:00+00:00,0.0
2015-06-24 13:25:00+00:00,0.0
2015-06-24 13:35:00+00:00,0.0
2015-06-24 13:45:00+00:00,0.0
2015-06-24 13:54:00+00:00,0.0
2015-06-24 14:05:00+00:00,0.0
2015-06-24 14:15:00+00:00,0.0
2015-06-24 14:25:00+00:00,0.0
2015-06-24 14:35:00+00:00,0.0
2015-06-24 14:45:00+00:00,0.0
2015-06-24 14:55:00+00:00,0.0
2015-06-24 15:04:00+00:00,0.0
2015-06-24 15:15:00+00:00,0.0
2015-06-24 15:25:00+00:00,0.0
2015-06-24 15:35:00+00:00,0.0
2015-06-24 15:44:00+00:00,0.0
2015-06-24 15:55:00+00:00,0.0
2015-06-24 16:05:00+00:00,0.0
2015-06-24 16:14:00+00:00,0.0
2015-06-24 16:25:00+00:00,0.0
2015-06-24 16:34:00+00:00,0.0
2015-06-24 16:45:00+00:00,0.0
2015-06-24 16:55:00+00:00,0.0
2015-06-24 17:05:00+00:00,0.0
2015-06-24 17:14:00+00:00,0.0
2015-06-24 17:24:00+00:00,0.0
2015-06-24 17:34:00+00:00,0.0
2015-06-24 17:45:00+00:00,0.0
2015-06-24 17:54:00+00:00,0.0
2015-06-24 18:05:00+00:00,0.0
2015-06-24 18:14:00+00:00,0.0
